"ID","a12","l1","l2","a21","meanN1","medN1","meanN2","medN2","MTC","sdN1","sdN2","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2","E1","S1","E2","S2","Rank1","Rank2","CoexistRank","Asy"
4561,0.90,16,16,0.40,4.57,4.43,12.00,12.00,17.42,1.30,1.31,14.00,17.43,14.00,9.00,9.00,0.99,1.0e-03,1.00,1.10,1.00,2.28,2,1,0,-1.18
4562,0.90,16,16,0.50,4.87,4.75,11.48,11.60,20.03,1.44,1.47,16.00,20.07,16.00,14.14,10.50,0.99,7.0e-03,1.00,1.10,1.00,1.88,2,1,0,-0.77
4563,0.90,16,16,0.60,5.31,5.15,10.74,10.91,23.01,1.75,1.74,18.00,23.10,18.00,20.71,15.50,0.96,0.03,1.00,1.10,1.00,1.60,2,1,0,-0.49
4564,0.90,16,16,0.70,5.86,5.59,9.85,10.14,26.10,2.17,2.15,20.00,26.06,20.00,26.38,19.00,0.87,0.12,1.00,1.10,1.00,1.39,2,1,0,-0.28
4565,0.90,16,16,0.80,6.66,6.30,8.67,9.11,25.38,2.72,2.69,19.00,25.54,19.00,25.00,19.00,0.70,0.29,1.00,1.10,1.00,1.23,2,1,0,-0.12
4566,0.90,16,16,0.90,7.60,7.78,7.42,7.42,23.56,2.88,2.88,18.00,23.58,18.00,23.55,18.00,0.49,0.50,1.00,1.10,1.00,1.10,1,2,0,0.00
4567,0.90,16,16,1.00,8.17,8.67,6.46,6.04,19.96,2.83,2.81,15.00,19.65,15.00,20.12,16.00,0.33,0.67,1.00,1.10,1.00,1.00,1,2,0,0.10
4568,1.00,16,16,0.20,3.91,3.83,12.80,12.85,11.66,1.04,1.30,10.00,11.66,10.00,,,1.00,0.00,1.00,1.00,1.00,4.00,2,1,0,-3.00
4569,1.00,16,16,0.30,4.07,4.00,12.39,12.48,12.77,1.12,1.40,11.00,12.77,11.00,2.00,2.00,0.99,5.0e-04,1.00,1.00,1.00,2.90,2,1,0,-1.90
4570,1.00,16,16,0.40,4.21,4.07,11.94,12.00,14.06,1.24,1.38,12.00,14.05,12.00,15.50,15.50,0.99,1.0e-03,1.00,1.00,1.00,2.28,2,1,0,-1.28
4571,1.00,16,16,0.50,4.41,4.29,11.44,11.50,15.33,1.35,1.46,13.00,15.36,13.00,9.00,7.00,0.99,4.5e-03,1.00,1.00,1.00,1.88,2,1,0,-0.88
4572,1.00,16,16,0.60,4.69,4.45,10.84,10.94,16.74,1.63,1.70,14.00,16.73,14.00,17.21,11.00,0.98,0.01,1.00,1.00,1.00,1.60,2,1,0,-0.60
4573,1.00,16,16,0.70,5.12,4.82,10.17,10.43,18.67,1.94,2.02,15.00,18.77,15.00,17.15,13.00,0.93,0.06,1.00,1.00,1.00,1.39,2,1,0,-0.39
4574,1.00,16,16,0.80,5.78,5.14,9.26,9.79,20.47,2.53,2.59,16.00,20.76,16.00,19.11,15.00,0.82,0.17,1.00,1.00,1.00,1.23,2,1,0,-0.23
4575,1.00,16,16,0.90,6.48,5.94,8.19,8.69,20.18,2.77,2.80,16.00,19.49,16.00,21.50,17.00,0.65,0.34,1.00,1.00,1.00,1.10,2,1,0,-0.10
4576,1.00,16,16,1.00,7.25,7.40,7.15,7.10,18.43,3.00,3.00,15.00,18.53,15.00,18.34,15.00,0.48,0.51,1.00,1.00,1.00,1.00,1,2,0,0.00
4577,0.10,16,17,0.30,13.68,13.68,11.51,11.54,3925.03,0.13,0.33,5546.00,3797.23,3265.00,4052.82,3624.50,0.01,0.71,0.94,6.53,1.06,2.90,1,2,2,3.62
4578,0.10,16,17,0.40,13.84,13.84,9.83,9.95,1039.72,0.31,0.63,691.50,,,1039.72,691.50,0.00,1.00,0.94,6.53,1.06,2.28,1,2,1,4.25
4579,0.10,16,17,0.50,13.96,13.95,8.17,8.34,241.82,0.50,0.88,165.00,65.00,65.00,241.91,165.00,5.0e-04,0.99,0.94,6.53,1.06,1.88,1,2,1,4.65
4580,0.10,16,17,0.60,13.96,14.00,6.69,6.84,80.28,0.73,1.12,58.00,,,80.28,58.00,0.00,1.00,0.94,6.53,1.06,1.60,1,2,0,4.93
4581,0.10,16,17,0.70,13.84,13.91,5.61,5.71,39.45,0.93,1.18,30.00,,,39.45,30.00,0.00,1.00,0.94,6.53,1.06,1.39,1,2,0,5.14
4582,0.10,16,17,0.80,13.71,13.75,4.88,4.87,23.18,1.06,1.14,18.00,,,23.18,18.00,0.00,1.00,0.94,6.53,1.06,1.23,1,2,0,5.30
4583,0.10,16,17,0.90,13.56,13.61,4.39,4.29,16.84,1.18,1.08,13.00,,,16.84,13.00,0.00,1.00,0.94,6.53,1.06,1.10,1,2,0,5.43
4584,0.10,16,17,1.00,13.38,13.42,4.07,4.00,12.91,1.27,1.06,11.00,,,12.91,11.00,0.00,1.00,0.94,6.53,1.06,1.00,1,2,0,5.53
4585,0.20,16,17,0.30,12.35,12.35,11.95,11.97,4129.87,0.14,0.18,6764.00,3953.28,3514.00,4306.46,4108.50,0.14,0.49,0.94,4.04,1.06,2.90,1,2,2,1.13
4586,0.20,16,17,0.40,12.68,12.67,10.40,10.47,1623.94,0.30,0.52,1033.50,1754.29,1431.00,1493.59,1028.50,0.02,0.97,0.94,4.04,1.06,2.28,1,2,2,1.76
4587,0.20,16,17,0.50,12.99,12.96,8.68,8.88,306.97,0.51,0.94,205.00,311.00,277.00,306.96,205.00,2.5e-03,0.99,0.94,4.04,1.06,1.88,1,2,1,2.16
4588,0.20,16,17,0.60,13.20,13.20,7.14,7.34,99.94,0.75,1.15,71.00,,,99.94,71.00,0.00,1.00,0.94,4.04,1.06,1.60,1,2,0,2.44
4589,0.20,16,17,0.70,13.20,13.23,5.94,6.03,44.57,1.00,1.29,33.00,4.00,4.00,44.59,33.00,5.0e-04,0.99,0.94,4.04,1.06,1.39,1,2,0,2.65
4590,0.20,16,17,0.80,13.17,13.25,5.12,5.12,25.06,1.07,1.24,19.00,,,25.06,19.00,0.00,1.00,0.94,4.04,1.06,1.23,1,2,0,2.81
4591,0.20,16,17,0.90,13.07,13.11,4.58,4.50,17.59,1.18,1.19,14.00,,,17.59,14.00,0.00,1.00,0.94,4.04,1.06,1.10,1,2,0,2.94
4592,0.20,16,17,1.00,12.90,12.95,4.24,4.16,14.02,1.29,1.15,12.00,5.00,5.00,14.03,12.00,5.0e-04,0.99,0.94,4.04,1.06,1.00,1,2,0,3.04
4593,0.30,16,17,0.20,10.46,10.49,13.68,13.68,2611.52,0.36,0.24,1930.00,2452.98,1847.50,2770.05,2329.00,0.95,0.01,0.94,2.93,1.06,4.00,2,1,2,-1.06
4594,0.30,16,17,0.30,10.85,10.89,12.44,12.44,3248.61,0.35,0.27,2297.00,3251.41,2325.00,3232.62,2097.00,0.85,0.14,0.94,2.93,1.06,2.90,2,1,2,0.02
4595,0.30,16,17,0.40,11.35,11.34,11.00,11.06,1735.60,0.34,0.48,1194.00,1766.06,1244.00,1723.25,1173.00,0.28,0.71,0.94,2.93,1.06,2.28,1,2,2,0.64
4596,0.30,16,17,0.50,11.86,11.82,9.32,9.51,426.52,0.66,0.97,286.50,376.75,260.00,429.03,289.00,0.04,0.95,0.94,2.93,1.06,1.88,1,2,1,1.04
4597,0.30,16,17,0.60,12.25,12.24,7.72,7.95,136.09,0.79,1.20,95.50,88.06,72.00,136.48,96.00,8.0e-03,0.99,0.94,2.93,1.06,1.60,1,2,0,1.33
4598,0.30,16,17,0.70,12.52,12.56,6.41,6.54,54.57,1.00,1.34,41.00,33.40,44.00,54.62,41.00,2.5e-03,0.99,0.94,2.93,1.06,1.39,1,2,0,1.53
4599,0.30,16,17,0.80,12.59,12.65,5.43,5.46,30.47,1.09,1.35,23.00,24.50,24.50,30.48,23.00,1.0e-03,0.99,0.94,2.93,1.06,1.23,1,2,0,1.70
4600,0.30,16,17,0.90,12.55,12.61,4.81,4.77,20.50,1.19,1.30,16.00,,,20.50,16.00,0.00,1.00,0.94,2.93,1.06,1.10,1,2,0,1.82
4601,0.30,16,17,1.00,12.48,12.50,4.34,4.25,15.34,1.31,1.22,13.00,14.00,14.00,15.34,13.00,5.0e-04,0.99,0.94,2.93,1.06,1.00,1,2,0,1.93
4602,0.40,16,17,0.20,8.67,8.81,14.00,14.01,421.47,0.72,0.47,295.00,421.50,295.00,375.00,375.00,0.99,5.0e-04,0.94,2.29,1.06,4.00,2,1,1,-1.70
4603,0.40,16,17,0.30,9.20,9.29,12.92,12.92,544.95,0.65,0.49,385.50,545.26,385.00,521.11,527.00,0.98,0.01,0.94,2.29,1.06,2.90,2,1,1,-0.61
4604,0.40,16,17,0.40,9.73,9.83,11.69,11.69,656.99,0.75,0.62,454.00,655.69,450.00,663.24,469.50,0.82,0.17,0.94,2.29,1.06,2.28,2,1,1,0.01
4605,0.40,16,17,0.50,10.41,10.44,10.17,10.27,449.93,0.84,1.00,318.50,429.04,303.00,461.99,327.00,0.36,0.63,0.94,2.29,1.06,1.88,1,2,1,0.41
4606,0.40,16,17,0.60,11.15,11.11,8.44,8.68,174.40,1.00,1.31,118.00,162.58,112.00,175.50,119.00,0.08,0.91,0.94,2.29,1.06,1.60,1,2,1,0.69
4607,0.40,16,17,0.70,11.60,11.59,7.01,7.20,71.43,1.14,1.50,50.00,47.85,39.50,71.94,51.00,0.02,0.97,0.94,2.29,1.06,1.39,1,2,0,0.90
4608,0.40,16,17,0.80,11.83,11.89,5.87,5.94,36.34,1.25,1.54,27.00,18.58,15.50,36.45,27.00,6.0e-03,0.99,0.94,2.29,1.06,1.23,1,2,0,1.06
4609,0.40,16,17,0.90,11.95,12.00,5.21,5.18,22.99,1.35,1.50,18.00,10.45,6.00,23.06,18.00,5.5e-03,0.99,0.94,2.29,1.06,1.10,1,2,0,1.19
4610,0.40,16,17,1.00,11.94,12.00,4.65,4.55,16.84,1.33,1.34,14.00,16.00,16.00,16.84,14.00,1.5e-03,0.99,0.94,2.29,1.06,1.00,1,2,0,1.29
4611,0.50,16,17,0.20,6.99,7.18,14.21,14.23,109.26,1.07,0.74,78.00,109.26,78.00,,,1.00,0.00,0.94,1.88,1.06,4.00,2,1,0,-2.11
4612,0.50,16,17,0.30,7.42,7.63,13.35,13.33,131.82,1.08,0.77,91.00,131.82,91.00,133.50,133.50,0.99,1.0e-03,0.94,1.88,1.06,2.90,2,1,0,-1.02
4613,0.50,16,17,0.40,7.95,8.16,12.35,12.32,169.53,1.15,0.87,119.00,168.92,119.00,195.67,119.50,0.97,0.02,0.94,1.88,1.06,2.28,2,1,1,-0.39
4614,0.50,16,17,0.50,8.66,8.83,11.11,11.13,205.91,1.27,1.14,150.00,204.56,150.00,211.79,151.00,0.81,0.18,0.94,1.88,1.06,1.88,2,1,1,6.53594771241828e-03
4615,0.50,16,17,0.60,9.56,9.65,9.49,9.64,155.21,1.45,1.57,110.00,155.91,111.50,154.68,110.00,0.43,0.56,0.94,1.88,1.06,1.60,1,2,1,0.28
4616,0.50,16,17,0.70,10.43,10.46,7.81,8.01,81.49,1.57,1.86,58.00,84.67,59.00,80.89,58.00,0.15,0.84,0.94,1.88,1.06,1.39,1,2,0,0.49
4617,0.50,16,17,0.80,11.00,11.06,6.45,6.55,43.35,1.57,1.85,32.00,39.31,29.00,43.55,32.00,0.04,0.95,0.94,1.88,1.06,1.23,1,2,0,0.65
4618,0.50,16,17,0.90,11.33,11.40,5.47,5.44,27.20,1.50,1.66,21.00,19.64,12.50,27.31,21.00,0.01,0.98,0.94,1.88,1.06,1.10,1,2,0,0.78
4619,0.50,16,17,1.00,11.35,11.44,4.98,4.84,19.44,1.57,1.60,16.00,14.58,13.00,19.51,16.00,0.01,0.98,0.94,1.88,1.06,1.00,1,2,0,0.88
4620,0.60,16,17,0.20,5.71,5.77,14.23,14.29,41.74,1.19,0.98,31.00,41.71,31.00,101.00,101.00,0.99,5.0e-04,0.94,1.60,1.06,4.00,2,1,0,-2.39
4621,0.60,16,17,0.30,6.00,6.12,13.58,13.60,49.39,1.20,0.99,36.00,49.39,36.00,,,1.00,0.00,0.94,1.60,1.06,2.90,2,1,0,-1.30
4622,0.60,16,17,0.40,6.51,6.67,12.78,12.81,61.50,1.30,1.06,46.00,61.54,46.00,55.50,42.50,0.99,7.0e-03,0.94,1.60,1.06,2.28,2,1,0,-0.68
4623,0.60,16,17,0.50,7.02,7.21,11.84,11.84,77.79,1.44,1.26,55.50,77.80,56.00,77.45,50.50,0.96,0.03,0.94,1.60,1.06,1.88,2,1,0,-0.27
4624,0.60,16,17,0.60,7.83,8.00,10.58,10.63,89.56,1.66,1.74,62.00,88.75,62.00,92.94,64.00,0.80,0.19,0.94,1.60,1.06,1.60,2,1,0,3.77358490566038e-03
4625,0.60,16,17,0.70,8.76,8.89,8.99,9.17,74.29,2.03,2.15,52.00,76.23,55.00,72.27,50.00,0.51,0.48,0.94,1.60,1.06,1.39,2,1,0,0.21
4626,0.60,16,17,0.80,9.75,9.94,7.41,7.50,48.04,2.11,2.27,35.00,49.29,36.00,47.68,34.00,0.22,0.77,0.94,1.60,1.06,1.23,1,2,0,0.37
4627,0.60,16,17,0.90,10.34,10.53,6.22,6.05,32.07,1.99,2.12,24.00,30.41,20.00,32.23,24.00,0.09,0.90,0.94,1.60,1.06,1.10,1,2,0,0.50
4628,0.60,16,17,1.00,10.64,10.83,5.42,5.12,22.20,1.84,1.99,18.00,19.60,14.00,22.30,18.00,0.03,0.96,0.94,1.60,1.06,1.00,1,2,0,0.60
4629,0.70,16,17,0.20,4.90,4.87,14.05,14.13,22.97,1.22,1.14,18.00,22.97,18.00,,,1.00,0.00,0.94,1.39,1.06,4.00,2,1,0,-2.60
4630,0.70,16,17,0.30,5.17,5.16,13.52,13.57,26.84,1.29,1.17,21.00,26.84,21.00,,,1.00,0.00,0.94,1.39,1.06,2.90,2,1,0,-1.51
4631,0.70,16,17,0.40,5.48,5.51,12.93,13.00,30.97,1.36,1.24,23.00,31.00,23.00,19.00,17.50,0.99,2.0e-03,0.94,1.39,1.06,2.28,2,1,0,-0.89
4632,0.70,16,17,0.50,5.76,5.78,12.26,12.34,35.56,1.46,1.33,27.00,35.63,27.00,24.91,19.50,0.99,6.0e-03,0.94,1.39,1.06,1.88,2,1,0,-0.48
4633,0.70,16,17,0.60,6.36,6.39,11.34,11.44,43.55,1.70,1.68,32.00,43.76,33.00,39.73,27.00,0.94,0.05,0.94,1.39,1.06,1.60,2,1,0,-0.20
4634,0.70,16,17,0.70,7.17,7.17,10.07,10.30,47.18,2.17,2.21,34.00,46.94,34.00,48.07,34.00,0.78,0.21,0.94,1.39,1.06,1.39,2,1,0,2.13827512473275e-03
4635,0.70,16,17,0.80,8.21,8.38,8.56,8.78,42.85,2.45,2.66,31.00,43.03,31.00,42.67,31.00,0.50,0.49,0.94,1.39,1.06,1.23,2,1,0,0.16
4636,0.70,16,17,0.90,9.10,9.45,7.12,6.97,33.73,2.49,2.63,25.00,31.39,23.00,34.58,26.00,0.26,0.73,0.94,1.39,1.06,1.10,1,2,0,0.28
4637,0.70,16,17,1.00,9.67,10.00,6.14,5.75,24.59,2.34,2.49,19.00,24.70,19.00,24.57,19.00,0.14,0.85,0.94,1.39,1.06,1.00,1,2,0,0.39
4638,0.80,16,17,0.20,4.36,4.31,13.90,13.93,16.38,1.15,1.28,13.00,16.38,13.00,,,1.00,0.00,0.94,1.23,1.06,4.00,2,1,0,-2.76
4639,0.80,16,17,0.30,4.53,4.47,13.49,13.54,17.83,1.20,1.28,14.00,17.83,14.00,,,1.00,0.00,0.94,1.23,1.06,2.90,2,1,0,-1.67
4640,0.80,16,17,0.40,4.77,4.72,12.91,13.00,20.18,1.29,1.33,16.00,20.18,16.00,20.00,20.00,0.99,1.0e-03,0.94,1.23,1.06,2.28,2,1,0,-1.05
4641,0.80,16,17,0.50,4.98,4.90,12.39,12.45,22.33,1.46,1.49,18.00,22.35,18.00,18.75,12.50,0.99,6.0e-03,0.94,1.23,1.06,1.88,2,1,0,-0.65
4642,0.80,16,17,0.60,5.43,5.27,11.65,11.82,25.98,1.70,1.74,19.00,25.99,19.00,25.49,18.00,0.97,0.02,0.94,1.23,1.06,1.60,2,1,0,-0.36
4643,0.80,16,17,0.70,5.92,5.73,10.78,11.03,29.06,2.05,2.11,22.00,29.21,23.00,27.56,21.00,0.91,0.08,0.94,1.23,1.06,1.39,2,1,0,-0.15
4644,0.80,16,17,0.80,6.72,6.44,9.55,10.02,29.45,2.50,2.67,22.00,29.67,22.00,28.77,20.00,0.75,0.24,0.94,1.23,1.06,1.23,2,1,0,1.11482720178357e-03
4645,0.80,16,17,0.90,7.69,7.65,8.22,8.50,28.68,2.72,2.91,22.00,28.86,23.00,28.48,21.00,0.53,0.47,0.94,1.23,1.06,1.10,2,1,0,0.12
4646,0.80,16,17,1.00,8.38,8.75,7.10,6.75,24.11,2.82,2.94,19.00,24.21,18.50,24.06,19.00,0.34,0.65,0.94,1.23,1.06,1.00,1,2,0,0.23
4647,0.90,16,17,0.20,4.07,4.00,13.69,13.77,12.46,1.09,1.41,10.00,12.46,10.00,,,1.00,0.00,0.94,1.10,1.06,4.00,2,1,0,-2.89
4648,0.90,16,17,0.30,4.13,4.00,13.31,13.37,13.58,1.10,1.38,11.00,13.58,11.00,,,1.00,0.00,0.94,1.10,1.06,2.90,2,1,0,-1.80
4649,0.90,16,17,0.40,4.36,4.22,12.86,12.93,14.99,1.26,1.40,12.00,14.99,12.00,,,1.00,0.00,0.94,1.10,1.06,2.28,2,1,0,-1.18
4650,0.90,16,17,0.50,4.56,4.44,12.35,12.41,16.46,1.33,1.45,13.00,16.46,13.00,4.00,4.00,0.99,5.0e-04,0.94,1.10,1.06,1.88,2,1,0,-0.77
4651,0.90,16,17,0.60,4.82,4.68,11.80,11.88,18.13,1.56,1.62,15.00,18.15,15.00,16.15,9.50,0.99,0.01,0.94,1.10,1.06,1.60,2,1,0,-0.49
4652,0.90,16,17,0.70,5.21,4.96,11.06,11.28,21.01,1.91,2.05,17.00,21.19,17.00,17.04,14.00,0.95,0.04,0.94,1.10,1.06,1.39,2,1,0,-0.28
4653,0.90,16,17,0.80,5.73,5.33,10.18,10.60,22.36,2.30,2.43,18.00,22.37,18.00,22.31,18.00,0.87,0.12,0.94,1.10,1.06,1.23,2,1,0,-0.12
4654,0.90,16,17,0.90,6.65,6.18,8.93,9.52,22.98,2.76,2.97,18.00,23.33,19.00,22.13,17.00,0.70,0.29,0.94,1.10,1.06,1.10,2,1,0,4.47828034034981e-04
4655,0.90,16,17,1.00,7.32,7.28,7.86,8.00,21.55,2.91,3.11,17.00,22.02,17.00,21.00,17.00,0.53,0.46,0.94,1.10,1.06,1.00,2,1,0,0.10
4656,1.00,16,17,0.20,3.83,3.75,13.53,13.60,10.63,1.01,1.44,9.00,10.63,9.00,,,1.00,0.00,0.94,1.00,1.06,4.00,2,1,0,-3.00
4657,1.00,16,17,0.30,3.91,3.81,13.13,13.19,11.12,1.06,1.46,10.00,11.12,10.00,,,1.00,0.00,0.94,1.00,1.06,2.90,2,1,0,-1.90
4658,1.00,16,17,0.40,4.03,3.91,12.72,12.80,11.89,1.11,1.47,10.00,11.89,10.00,7.00,7.00,0.99,5.0e-04,0.94,1.00,1.06,2.28,2,1,0,-1.28
4659,1.00,16,17,0.50,4.16,4.00,12.31,12.36,13.06,1.24,1.49,11.00,13.07,11.00,7.00,7.00,0.99,1.5e-03,0.94,1.00,1.06,1.88,2,1,0,-0.88
4660,1.00,16,17,0.60,4.33,4.14,11.85,11.95,14.28,1.32,1.56,12.00,14.28,12.00,14.28,11.00,0.99,3.5e-03,0.94,1.00,1.06,1.60,2,1,0,-0.60
4661,1.00,16,17,0.70,4.67,4.40,11.29,11.42,15.93,1.65,1.84,13.00,15.99,13.00,13.36,10.50,0.97,0.02,0.94,1.00,1.06,1.39,2,1,0,-0.39
4662,1.00,16,17,0.80,5.05,4.61,10.47,10.83,16.97,2.07,2.31,14.00,17.06,14.00,15.77,12.00,0.92,0.07,0.94,1.00,1.06,1.23,2,1,0,-0.23
4663,1.00,16,17,0.90,5.59,5.00,9.64,10.14,18.47,2.47,2.68,15.00,18.55,15.00,18.06,14.00,0.84,0.15,0.94,1.00,1.06,1.10,2,1,0,-0.10
4664,1.00,16,17,1.00,6.26,5.56,8.61,9.31,18.52,2.84,3.05,15.00,18.59,15.00,18.35,15.00,0.70,0.29,0.94,1.00,1.06,1.00,2,1,0,0.00
4665,0.10,16,18,0.30,13.58,13.57,12.59,12.61,4532.02,0.12,0.17,4056.75,4481.61,3816.50,4582.44,4297.00,0.01,0.35,0.88,6.66,1.12,2.90,1,2,2,3.75
4666,0.10,16,18,0.40,13.72,13.72,11.02,11.07,2002.52,0.20,0.44,1760.50,1667.06,983.00,2337.98,1707.00,7.5e-03,0.97,0.88,6.66,1.12,2.28,1,2,2,4.38
4667,0.10,16,18,0.50,13.87,13.88,9.32,9.46,497.39,0.39,0.77,352.50,,,497.39,352.50,0.00,1.00,0.88,6.66,1.12,1.88,1,2,1,4.78
4668,0.10,16,18,0.60,13.95,13.96,7.64,7.84,139.66,0.61,1.09,99.00,,,139.66,99.00,0.00,1.00,0.88,6.66,1.12,1.60,1,2,0,5.06
4669,0.10,16,18,0.70,13.92,13.97,6.31,6.43,56.44,0.79,1.24,41.00,,,56.44,41.00,0.00,1.00,0.88,6.66,1.12,1.39,1,2,0,5.27
4670,0.10,16,18,0.80,13.86,13.91,5.43,5.44,32.69,0.92,1.23,25.00,,,32.69,25.00,0.00,1.00,0.88,6.66,1.12,1.23,1,2,0,5.43
4671,0.10,16,18,0.90,13.65,13.70,4.84,4.81,20.70,1.07,1.18,16.00,,,20.70,16.00,0.00,1.00,0.88,6.66,1.12,1.10,1,2,0,5.56
4672,0.10,16,18,1.00,13.49,13.53,4.42,4.36,15.12,1.20,1.16,12.00,,,15.12,12.00,0.00,1.00,0.88,6.66,1.12,1.00,1,2,0,5.66
4673,0.20,16,18,0.30,12.12,12.12,13.07,13.07,4387.83,0.10,0.11,4095.50,4448.07,4238.00,4327.58,3953.00,0.25,0.20,0.88,4.09,1.12,2.90,2,1,2,1.18
4674,0.20,16,18,0.40,12.43,12.42,11.58,11.63,2740.53,0.21,0.43,2515.50,2539.89,2061.00,2941.17,2245.00,0.08,0.83,0.88,4.09,1.12,2.28,1,2,2,1.80
4675,0.20,16,18,0.50,12.74,12.74,9.94,10.09,716.89,0.44,0.77,503.50,473.48,385.00,719.97,506.00,0.01,0.98,0.88,4.09,1.12,1.88,1,2,1,2.20
4676,0.20,16,18,0.60,13.04,13.01,8.28,8.48,187.86,0.64,1.05,134.50,143.20,156.00,187.97,134.00,2.5e-03,0.99,0.88,4.09,1.12,1.60,1,2,1,2.49
4677,0.20,16,18,0.70,13.24,13.25,6.76,6.94,70.49,0.82,1.29,51.50,21.00,21.00,70.54,52.00,1.0e-03,0.99,0.88,4.09,1.12,1.39,1,2,0,2.69
4678,0.20,16,18,0.80,13.20,13.25,5.78,5.88,36.97,0.93,1.29,27.00,,,36.97,27.00,0.00,1.00,0.88,4.09,1.12,1.23,1,2,0,2.86
4679,0.20,16,18,0.90,13.17,13.23,5.10,5.08,23.51,1.08,1.25,19.00,,,23.51,19.00,0.00,1.00,0.88,4.09,1.12,1.10,1,2,0,2.98
4680,0.20,16,18,1.00,13.02,13.02,4.62,4.57,16.81,1.17,1.26,13.00,,,16.81,13.00,0.00,1.00,0.88,4.09,1.12,1.00,1,2,0,3.09
4681,0.30,16,18,0.20,10.05,10.12,14.77,14.77,1562.18,0.46,0.28,1197.50,1706.97,1195.00,1417.40,609.00,0.99,2.5e-03,0.88,2.95,1.12,4.00,2,1,2,-1.04
4682,0.30,16,18,0.30,10.47,10.52,13.57,13.57,2399.04,0.40,0.29,1756.00,2392.55,1755.50,2547.04,1825.50,0.95,0.04,0.88,2.95,1.12,2.90,2,1,2,0.04
4683,0.30,16,18,0.40,10.89,10.95,12.26,12.27,2394.08,0.53,0.41,1675.50,2373.08,1667.50,2432.06,1700.50,0.64,0.35,0.88,2.95,1.12,2.28,2,1,2,0.66
4684,0.30,16,18,0.50,11.41,11.42,10.70,10.81,932.59,0.64,0.82,657.50,964.42,649.00,926.03,658.00,0.17,0.82,0.88,2.95,1.12,1.88,1,2,1,1.06
4685,0.30,16,18,0.60,11.93,11.89,8.99,9.21,256.91,0.69,1.13,175.50,221.72,157.00,257.81,176.50,0.02,0.97,0.88,2.95,1.12,1.60,1,2,1,1.35
4686,0.30,16,18,0.70,12.34,12.29,7.42,7.66,91.53,0.88,1.37,65.00,71.73,40.00,91.68,65.00,7.5e-03,0.99,0.88,2.95,1.12,1.39,1,2,0,1.55
4687,0.30,16,18,0.80,12.54,12.52,6.18,6.34,43.90,1.03,1.46,32.00,288.00,288.00,43.78,32.00,5.0e-04,0.99,0.88,2.95,1.12,1.23,1,2,0,1.72
4688,0.30,16,18,0.90,12.54,12.60,5.37,5.35,26.57,1.17,1.43,21.00,21.25,21.00,26.58,21.00,2.0e-03,0.99,0.88,2.95,1.12,1.10,1,2,0,1.84
4689,0.30,16,18,1.00,12.50,12.50,4.81,4.76,19.30,1.24,1.32,16.00,,,19.30,16.00,0.00,1.00,0.88,2.95,1.12,1.00,1,2,0,1.95
4690,0.40,16,18,0.20,8.15,8.29,15.09,15.10,265.75,0.85,0.59,183.00,265.75,183.00,,,1.00,0.00,0.88,2.30,1.12,4.00,2,1,1,-1.69
4691,0.40,16,18,0.30,8.61,8.76,14.08,14.08,352.33,0.82,0.56,235.50,352.50,236.00,239.66,104.00,0.99,1.5e-03,0.88,2.30,1.12,2.90,2,1,1,-0.60
4692,0.40,16,18,0.40,9.11,9.27,12.98,12.95,470.95,0.80,0.61,322.00,472.32,323.00,427.45,304.00,0.96,0.03,0.88,2.30,1.12,2.28,2,1,1,0.02
4693,0.40,16,18,0.50,9.78,9.85,11.56,11.63,508.18,0.81,0.86,347.00,507.26,340.00,510.62,361.00,0.72,0.27,0.88,2.30,1.12,1.88,2,1,1,0.42
4694,0.40,16,18,0.60,10.53,10.51,9.94,10.12,306.16,1.01,1.28,208.50,288.67,195.00,312.72,216.00,0.27,0.72,0.88,2.30,1.12,1.60,1,2,1,0.70
4695,0.40,16,18,0.70,11.19,11.12,8.24,8.51,123.85,1.17,1.54,85.00,126.76,84.00,123.63,85.00,0.07,0.92,0.88,2.30,1.12,1.39,1,2,0,0.91
4696,0.40,16,18,0.80,11.64,11.65,6.78,7.00,56.26,1.20,1.67,42.00,43.51,29.00,56.50,42.00,0.01,0.98,0.88,2.30,1.12,1.23,1,2,0,1.07
4697,0.40,16,18,0.90,11.85,11.88,5.86,5.90,31.97,1.29,1.62,24.00,33.07,17.50,31.97,24.00,7.0e-03,0.99,0.88,2.30,1.12,1.10,1,2,0,1.20
4698,0.40,16,18,1.00,11.96,12.00,5.12,5.04,22.32,1.30,1.50,18.00,15.40,13.00,22.33,18.00,2.5e-03,0.99,0.88,2.30,1.12,1.00,1,2,0,1.30
4699,0.50,16,18,0.20,6.48,6.65,15.18,15.24,73.65,1.12,0.91,52.00,73.69,52.00,2.00,2.00,0.99,5.0e-04,0.88,1.89,1.12,4.00,2,1,0,-2.10
4700,0.50,16,18,0.30,6.86,7.04,14.44,14.48,88.09,1.14,0.88,63.00,88.10,63.00,73.00,73.00,0.99,5.0e-04,0.88,1.89,1.12,2.90,2,1,0,-1.01
4701,0.50,16,18,0.40,7.25,7.47,13.60,13.58,112.70,1.21,0.89,81.00,112.66,80.00,122.25,105.50,0.99,4.0e-03,0.88,1.89,1.12,2.28,2,1,0,-0.39
4702,0.50,16,18,0.50,7.85,8.08,12.52,12.51,140.17,1.28,1.11,97.00,139.96,96.00,145.00,120.00,0.95,0.04,0.88,1.89,1.12,1.88,2,1,0,0.01
